,gvkey,permno,adate,qdate,datadate,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,cfm,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_at,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,ticker,cusip,splticrm
440,160225,91233,2008/12/31,2009/9/30,2010-01-31,74.644,0.126,9.196,2.305,2.314,2.325,2.325,5.459,47.58,0.057,0.28,0.478,0.451,0.478,0.439,0.354,0.635,1.125,,0.656,0.685,0.656,1.264,0.46,0.358,0.989,0.008,0.067,0.008,0.307,6.406,0.76,0.604,0.0,0.254,0.07,0.885,0.687,0.005,0.834,0.2,0.091,0.893,10.04,0.008,0.025,0.625,0.253,1.67,11.983,17.685,0.879,1.551,1.551,,,0.75,4.427,3.323,1.982,2.004,3.167,0.0,0.204,0.0,0.122,8.329,,0.24%,MA,57636Q10,BBB+
441,160225,91233,2010/12/31,2011/6/30,2011-08-31,44.008,0.146,9.984,2.028,2.034,2.042,2.042,6.595,18.491,0.038,0.349,0.537,0.509,0.537,0.51,0.393,0.427,,0.33,0.435,0.433,0.435,0.849,0.471,0.375,0.998,0.0,,0.0,0.377,32.0,,1.153,0.0,0.176,,,0.851,0.0,1.104,0.734,,0.967,7.821,0.0,,0.399,0.122,0.665,66.719,95.906,1.354,2.112,2.112,,,0.699,5.538,3.547,1.163,1.166,1.851,0.0,0.141,0.0,-0.006,7.106,0.02,0.18%,MA,57636Q10,A-
442,160225,91233,2012/12/31,2013/6/30,2013-08-31,42.853,0.102,13.885,2.494,2.502,2.502,2.502,8.996,20.121,0.062,0.383,0.581,0.55,0.581,0.55,0.381,0.439,,0.299,0.446,0.464,0.446,0.896,0.46,0.375,0.998,,,,0.414,,,1.107,0.0,0.2,,,0.876,,0.998,0.768,,0.97,11.074,,,0.429,0.17,0.753,138.95,197.85,1.264,1.988,1.988,,,0.646,4.331,3.024,1.131,1.133,1.739,0.0,0.105,0.212,-0.042,9.879,0.098,0.40%,MA,57636Q10,A
443,28930,85913,2008/12/31,2009/9/30,2010-01-31,17.217,0.1,12.879,30.219,30.219,-20.18,-20.18,0.823,13.719,0.329,-0.041,0.071,0.055,0.071,-0.05,0.091,-0.333,0.143,0.504,-0.333,-0.069,-0.333,0.263,0.128,0.094,0.316,0.683,0.716,0.684,-0.025,0.063,0.06,0.019,0.565,0.266,3.57,0.046,0.334,0.375,0.33,0.278,0.085,0.635,5.157,2.162,0.335,0.852,0.733,5.772,-1.64,3.583,0.057,0.582,1.339,71.195,5.685,1.316,13.01,16.631,2.816,8.917,13.674,0.0,0.0,0.0,-0.131,9.513,,,MAR,57190320,BBB-
444,28930,85913,2009/12/31,2010/6/30,2010-10-31,32.444,0.113,14.266,36.341,37.825,-76.313,-76.313,1.2,12.939,,-0.014,0.083,0.066,0.083,-0.017,0.11,-0.137,0.189,,-0.137,0.001,-0.137,0.36,0.167,0.11,0.293,0.707,0.739,0.707,0.002,0.062,0.059,0.023,0.499,0.31,3.001,0.044,0.323,0.364,0.393,0.442,0.128,0.877,5.404,2.409,0.331,0.869,0.75,6.609,0.042,4.503,0.072,0.625,1.248,63.059,7.021,1.337,12.332,18.683,2.985,10.176,19.242,0.0,0.0,0.0,-0.142,11.026,,0.43%,MAR,57190320,BBB
445,7085,34032,2008/12/31,2009/9/30,2010-01-31,12.269,0.638,13.239,96.857,96.857,-10.044,-9.352,0.62,7.006,,-0.06,0.073,0.041,0.276,-0.061,0.059,-0.15,0.046,,-0.155,-0.031,-0.155,0.086,0.058,0.23,0.423,0.553,0.597,0.566,-0.028,0.061,0.057,0.153,0.263,0.341,6.958,0.074,0.273,0.57,0.324,0.393,0.123,0.816,3.124,1.259,0.421,0.685,0.619,2.293,-1.093,1.436,0.561,1.395,1.894,71.259,6.445,0.831,6.877,9.021,1.178,2.782,4.969,0.0,0.0,0.0,-0.12,1.686,,2.21%,MAS,57459910,BBB
446,7085,34032,2010/12/31,2011/9/30,2011-11-30,-18.922,0.512,14.411,5.042,5.042,-3.326,-3.226,0.459,10.579,,-0.135,0.075,0.044,0.272,-0.098,0.066,-0.58,0.057,,-0.616,-0.118,-0.616,0.087,0.061,0.246,0.246,0.713,0.76,0.743,-0.104,0.066,0.062,0.24,0.228,0.296,7.297,0.061,0.275,0.57,0.302,0.175,0.071,0.522,3.944,2.692,0.494,0.814,0.786,5.076,-2.972,1.3,0.871,1.525,1.974,55.291,6.539,0.904,6.908,6.901,1.391,5.642,4.145,0.0,0.0,0.0,-0.157,2.705,,3.13%,MAS,57459910,BBB-
447,7085,34032,2013/12/31,2014/9/30,2014-12-31,-39.663,0.137,12.555,30.732,31.111,11.667,11.3,1.223,14.938,0.147,0.106,0.124,0.104,0.313,0.064,0.129,1.171,0.191,0.256,1.377,0.251,1.377,0.271,0.159,0.323,0.178,0.768,0.83,0.812,0.126,0.071,0.066,0.233,0.229,0.324,3.778,0.075,0.341,0.516,0.433,0.287,0.105,0.8,5.067,3.812,0.482,0.865,0.858,8.392,4.438,3.372,0.684,1.35,1.751,47.55,6.003,1.033,6.174,5.129,1.778,10.018,4.666,0.0,0.0,0.0,0.025,7.827,0.26,1.43%,MAS,57459910,BBB
448,7116,39538,2008/12/31,2009/9/30,2010-01-31,14.218,0.361,8.085,16.298,16.298,18.962,18.962,1.318,9.102,0.719,0.07,0.149,0.119,0.502,0.09,0.172,0.171,0.197,0.222,0.172,0.156,0.172,0.385,0.22,0.595,0.75,0.25,0.324,0.25,0.101,0.112,0.087,0.195,0.239,0.4,1.17,0.226,0.464,0.307,0.731,0.71,0.171,0.808,4.554,0.332,0.207,0.521,0.367,1.088,5.614,7.867,0.42,1.567,2.058,90.9,4.978,1.187,5.957,7.904,1.858,2.479,4.638,0.033,0.122,0.0,-0.086,2.967,,3.80%,MAT,57708110,BBB-
449,7116,39538,2009/12/31,2009/12/31,2010-04-30,16.671,0.356,8.323,15.554,15.66,15.876,15.876,1.546,8.885,0.519,0.097,0.177,0.146,0.528,0.122,0.203,0.223,0.252,0.199,0.227,0.206,0.227,0.434,0.265,0.6,0.783,0.217,0.233,0.217,0.129,0.099,0.087,0.534,0.139,0.293,0.784,0.069,0.472,0.311,0.904,0.891,0.42,0.873,4.456,0.272,0.157,0.471,0.303,0.889,8.359,11.053,1.133,2.073,2.408,59.459,6.093,1.149,6.693,6.302,1.681,2.146,3.636,0.032,0.112,0.0,-0.088,3.26,6.872,3.26%,MAT,57708110,BBB
450,7116,39538,2010/12/31,2010/12/31,2011-04-30,16.668,0.301,9.354,14.522,14.681,14.366,14.366,1.586,17.591,0.43,0.117,0.184,0.157,0.53,0.145,0.211,0.261,0.258,0.191,0.265,0.229,0.265,0.421,0.271,0.573,0.735,0.265,0.335,0.265,0.145,0.079,0.066,0.459,0.144,0.355,1.114,0.208,0.484,0.341,0.798,0.391,0.189,0.741,5.754,0.356,0.221,0.515,0.379,1.061,11.563,14.142,0.949,2.046,2.39,63.218,6.714,1.148,6.179,7.555,1.636,2.228,3.121,0.03,0.111,0.0,0.031,3.477,1.247,3.44%,MAT,57708110,BBB+
451,7116,39538,2013/12/31,2014/9/30,2015-01-31,12.22,0.295,13.189,12.454,12.512,12.871,12.871,1.481,10.39,0.714,0.117,0.188,0.151,0.545,0.135,0.181,0.231,0.192,0.178,0.233,0.165,0.233,0.329,0.241,0.521,0.626,0.374,0.378,0.374,0.154,0.042,0.041,0.204,0.236,0.37,1.622,0.01,0.289,0.556,1.2,0.911,0.219,0.72,4.866,0.593,0.291,0.518,0.42,1.076,10.261,11.966,0.707,2.466,3.229,116.018,3.818,0.957,5.351,7.689,1.243,1.987,2.87,0.034,0.116,0.0,-0.024,2.965,5.845,5.65%,MAT,57708110,BBB
452,7154,43449,2008/12/31,2009/9/30,2010-01-31,22.282,0.233,9.901,16.174,16.343,16.132,16.132,3.016,11.53,0.509,0.193,0.335,0.283,0.434,0.277,0.264,0.306,0.269,0.3,0.33,0.197,0.33,0.3,0.267,0.335,0.557,0.443,0.453,0.443,0.246,0.045,0.044,0.133,0.03,0.257,1.427,0.023,0.177,0.662,2.691,2.099,0.392,0.652,0.768,0.737,0.37,0.546,0.461,1.201,10.109,13.314,0.755,1.235,1.272,2.662,120.408,0.773,24.515,23.906,0.948,1.702,29.457,0.0,0.03,0.183,-0.053,4.703,0.363,3.52%,MCD,58013510,A
453,7154,43449,2014/12/31,2015/3/31,2015-05-31,17.484,0.14,11.671,18.484,18.555,21.509,21.509,3.444,14.097,0.74,0.163,0.349,0.288,0.44,0.256,0.258,0.268,0.26,0.355,0.297,0.161,0.297,0.285,0.254,0.335,0.479,0.521,0.531,0.521,0.224,0.04,0.039,0.123,0.022,0.255,1.607,0.019,0.152,0.681,2.849,1.996,0.314,0.631,0.873,0.971,0.427,0.615,0.539,1.595,8.42,13.074,0.812,1.414,1.446,,140.769,0.762,22.124,17.699,0.947,1.976,18.315,0.0,0.029,0.173,-0.061,7.011,,3.54%,MCD,58013510,A-
454,7154,43449,2014/12/31,2015/9/30,2015-11-30,20.145,0.11,12.033,22.97,23.063,24.71,24.71,4.088,15.731,0.732,0.172,0.347,0.286,0.442,0.251,0.259,0.322,0.265,0.355,0.365,0.173,0.365,0.285,0.254,0.337,0.398,0.602,0.602,0.602,0.234,0.038,0.038,0.111,0.022,0.253,1.829,0.0,0.123,0.714,3.177,2.376,0.314,0.702,0.962,1.311,0.485,0.679,0.613,2.115,8.234,12.003,0.906,1.59,1.626,,139.509,0.764,22.198,17.858,0.947,2.378,14.599,0.0,0.029,0.173,-0.066,10.545,,3.12%,MCD,58013510,BBB+
455,27965,78987,2014/3/31,2014/12/31,2015-03-31,31.248,0.3,14.858,12.668,14.215,14.382,14.382,4.712,13.246,0.749,0.182,0.345,0.225,0.635,0.192,0.168,0.148,0.142,0.086,0.178,0.115,0.178,0.206,0.179,0.299,0.633,0.362,0.367,0.363,0.301,0.043,0.042,0.614,0.132,0.129,1.754,0.014,0.16,0.558,2.017,2.08,0.35,0.794,3.962,0.475,0.285,0.504,0.381,1.023,8.073,8.774,3.842,4.952,5.705,135.837,2.841,0.471,7.92,9.444,0.606,0.957,1.243,0.162,0.0,0.0,-0.084,3.626,0.659,2.92%,MCHP,59501710,BB+
456,27965,78987,2015/3/31,2015/9/30,2016-01-31,27.449,0.295,15.81,12.243,13.336,12.876,12.876,4.247,13.125,0.758,0.177,0.332,0.202,0.627,0.15,0.151,0.148,0.116,-0.056,0.177,0.111,0.177,0.182,0.158,0.268,0.524,0.474,0.475,0.475,0.307,0.044,0.043,0.576,0.129,0.113,2.714,0.002,0.126,0.672,1.964,1.915,0.265,0.813,4.813,0.756,0.386,0.573,0.486,1.346,5.534,5.17,4.559,5.692,6.535,147.359,2.621,0.428,7.993,10.788,0.527,1.007,1.069,0.166,0.0,0.0,-0.064,3.537,0.62,3.20%,MCHP,59501710,BB
457,7171,81061,2009/3/31,2009/9/30,2010-01-31,22.868,0.421,6.227,13.278,13.429,18.913,18.913,0.148,6.783,0.155,0.008,0.021,0.017,0.055,0.011,0.091,0.136,0.211,0.227,0.136,0.123,0.136,0.524,0.096,0.229,0.745,0.255,0.295,0.255,0.012,0.078,0.068,0.118,0.462,0.404,1.095,0.087,0.825,0.112,0.143,0.146,0.071,0.911,23.984,0.342,0.098,0.754,0.697,3.06,6.0,10.847,0.143,0.639,1.188,13.76,11.527,4.164,13.945,8.233,12.598,16.908,35.681,0.003,0.0,0.0,-0.058,2.358,5.39,0.82%,MCK,58155Q10,BBB+
458,7171,81061,2009/3/31,2009/12/31,2010-03-31,23.207,0.424,6.733,14.54,14.702,15.039,15.039,0.164,7.56,0.11,0.011,0.022,0.018,0.056,0.016,0.092,0.189,0.215,0.227,0.189,0.162,0.189,0.503,0.097,0.229,0.742,0.258,0.283,0.258,0.015,0.08,0.073,0.145,0.44,0.401,1.056,0.087,0.823,0.116,0.147,0.144,0.071,0.923,24.03,0.349,0.095,0.75,0.694,2.997,7.5,10.413,0.176,0.677,1.21,13.11,11.829,4.119,13.766,8.202,12.209,16.465,31.773,0.003,0.0,0.0,-0.044,2.486,1.007,0.73%,MCK,58155Q10,A-
459,7171,81061,2013/3/31,2013/12/31,2014-03-31,32.744,0.216,11.863,23.48,23.958,32.28,35.815,0.312,15.167,0.157,0.01,0.022,0.021,0.061,0.016,0.083,0.168,0.222,0.303,0.17,0.126,0.17,0.682,0.109,0.222,0.628,0.372,0.401,0.372,0.015,0.052,0.049,0.096,0.439,0.423,1.69,0.072,0.768,0.161,0.134,0.124,0.09,0.894,20.931,0.588,0.137,0.786,0.737,3.68,6.392,11.549,0.125,0.632,1.127,11.459,11.468,3.646,12.672,7.488,10.71,17.063,47.756,0.003,0.0,0.0,-0.04,5.062,2.339,0.54%,MCK,58155Q10,BBB+
461,7228,60097,2009/4/30,2009/10/31,2010-01-31,20.402,0.344,8.749,,,,,3.135,12.931,0.415,0.14,0.342,0.294,0.785,0.17,0.224,0.163,0.225,0.164,0.164,0.132,0.164,0.706,0.473,0.504,0.679,0.321,0.366,0.321,0.191,0.061,0.054,0.156,0.199,0.426,1.376,0.123,0.306,0.599,1.623,1.152,0.359,0.86,4.505,0.472,0.301,0.441,0.362,0.79,6.563,11.695,0.511,1.842,2.3,196.497,2.228,0.641,4.847,8.901,0.779,1.148,3.655,0.135,0.0,0.0,-0.067,3.472,,,MDT,58505510,AA-
462,7228,60097,2011/4/30,2011/10/31,2012-02-29,15.003,0.463,9.013,,,,,2.515,9.408,0.296,0.21,0.35,0.298,0.79,0.247,0.184,0.213,0.184,0.168,0.215,0.16,0.215,0.721,0.395,0.408,0.671,0.329,0.426,0.329,0.265,0.05,0.038,0.178,0.188,0.398,1.829,0.227,0.348,0.532,1.082,0.828,0.259,0.877,5.902,0.484,0.33,0.48,0.4,0.923,9.539,12.13,0.512,1.47,1.81,219.293,1.913,0.516,4.3,6.864,0.666,0.993,3.823,0.093,0.0,0.0,-0.03,2.362,,,MDT,58505510,A+
463,7228,60097,2013/4/30,2013/10/31,2013-12-31,18.76,0.333,10.928,,,,,3.418,12.1,0.284,0.227,0.345,0.294,0.777,0.273,0.167,0.206,0.169,0.184,0.211,0.155,0.211,0.463,0.307,0.369,0.67,0.33,0.414,0.33,0.284,0.043,0.034,0.556,0.112,0.227,1.969,0.202,0.306,0.539,1.121,0.918,0.302,0.907,6.825,0.482,0.322,0.478,0.394,0.914,10.825,12.722,1.819,2.779,3.128,196.272,2.075,0.475,4.568,6.046,0.609,0.909,1.528,0.091,0.0,0.0,-0.026,3.0,,,MDT,58505510,AA-
464,7228,60097,2014/4/30,2014/10/31,2015-01-31,31.233,0.297,12.41,,,,,5.833,24.334,0.398,0.168,0.341,0.292,0.772,0.204,0.159,0.149,0.161,0.173,0.152,0.112,0.152,0.292,0.222,0.354,0.66,0.34,0.431,0.34,0.219,0.039,0.03,0.761,0.086,0.177,2.138,0.211,0.318,0.54,1.004,0.706,0.268,0.902,7.762,0.506,0.334,0.489,0.408,0.955,8.536,13.13,2.389,3.255,3.561,181.879,2.193,0.459,4.672,5.896,0.592,0.897,1.15,0.097,0.0,0.0,-0.033,5.101,,,MDT,58505510,A
467,7065,45751,2008/12/31,2009/9/30,2010-01-31,42.006,0.462,9.88,14.184,14.184,19.423,40.679,1.148,10.904,0.733,0.06,0.156,0.124,0.156,0.069,0.102,0.099,0.126,1.734,0.099,0.09,0.099,0.475,0.218,0.103,0.631,0.366,0.404,0.367,0.07,0.07,0.064,0.167,0.0,0.593,2.386,0.093,0.33,0.361,0.506,0.34,0.088,0.75,9.645,0.58,0.245,0.615,0.483,1.606,3.523,5.221,0.506,1.523,1.523,28.039,,0.657,3.581,4.94,1.082,1.715,6.187,0.0,0.0,0.622,-0.029,1.894,,3.71%,MMC,57174810,BBB-
468,7065,45751,2011/12/31,2012/6/30,2012-10-31,35.984,0.358,9.144,16.282,16.6,17.911,17.724,1.571,12.851,0.467,0.089,0.182,0.154,0.182,0.13,0.141,0.166,0.196,0.301,0.166,0.139,0.166,0.675,0.3,0.141,0.694,0.299,0.328,0.301,0.119,0.071,0.065,0.188,0.0,0.571,1.364,0.089,0.372,0.298,0.644,0.433,0.179,0.801,11.169,0.43,0.193,0.588,0.436,1.445,6.505,9.532,0.506,1.569,1.569,21.783,,0.776,3.95,5.168,1.322,1.905,6.22,0.0,0.0,0.605,-0.026,2.952,0.434,2.70%,MMC,57174810,BBB
469,7065,45751,2012/12/31,2013/9/30,2013-11-30,34.103,0.295,9.967,19.133,19.447,20.191,20.106,2.144,22.702,0.399,0.108,0.2,0.171,0.2,0.157,0.154,0.198,0.22,0.29,0.198,0.161,0.198,0.676,0.33,0.151,0.711,0.281,0.304,0.284,0.14,0.064,0.059,0.187,0.0,0.574,1.187,0.075,0.355,0.286,0.734,0.346,0.137,0.687,11.565,0.395,0.179,0.578,0.409,1.383,8.7,12.188,0.525,1.692,1.692,29.585,,0.752,3.775,5.439,1.28,1.8,5.297,0.0,0.0,0.598,0.01,3.698,0.315,2.11%,MMC,57174810,A-
471,8543,13901,2008/12/31,2009/9/30,2010-01-31,6.209,0.326,7.256,11.22,11.22,13.066,13.066,2.49,13.836,0.841,0.191,0.377,0.36,0.545,0.289,0.204,0.314,0.497,0.355,0.963,0.187,0.963,4.176,0.63,0.262,0.235,0.763,0.852,0.765,0.207,0.032,0.026,0.107,0.232,0.011,1.842,0.104,0.26,0.33,0.77,0.368,0.195,0.905,11.729,0.974,0.334,0.907,0.789,9.851,14.038,21.156,0.412,0.688,0.897,65.179,4.465,0.481,205.04,21.746,1.228,5.227,4.647,0.014,0.0,0.0,0.006,3.428,,6.85%,MO,02209S10,BBB
472,8543,13901,2013/12/31,2013/12/31,2014-03-31,19.409,0.143,10.963,14.508,14.508,16.562,16.562,4.223,17.05,0.814,0.257,0.47,0.458,0.603,0.393,0.237,0.436,0.454,0.347,1.245,0.251,1.245,9.381,0.951,0.305,0.227,0.771,0.8,0.773,0.269,0.08,0.074,0.103,0.285,0.017,1.747,0.036,0.23,0.456,1.177,0.62,0.142,0.97,15.141,1.275,0.416,0.881,0.784,7.455,5.307,7.689,0.45,0.667,0.934,75.126,3.87,0.503,114.695,16.621,0.973,4.288,,0.009,0.0,0.0,0.005,6.798,2.158,5.13%,MO,02209S10,BBB+
473,8543,13901,2015/12/31,2015/12/31,2016-03-31,27.365,0.075,14.791,22.869,22.869,23.468,23.468,6.507,21.116,0.815,0.278,0.456,0.444,0.6,0.428,0.256,0.594,0.499,0.351,1.778,0.265,1.778,7.681,0.988,0.348,0.182,0.816,0.816,0.818,0.29,0.061,0.059,0.08,0.334,0.02,1.504,0.0,0.239,0.436,1.214,0.821,0.196,0.961,14.947,1.512,0.397,0.911,0.822,10.286,7.486,10.353,0.335,0.573,0.86,81.227,3.702,0.563,152.048,18.449,1.191,6.547,,0.01,0.001,0.0,-0.017,14.361,2.581,3.61%,MO,02209S10,A-
474,7257,22752,2008/12/31,2009/9/30,2010-01-31,22.225,0.343,9.215,11.164,11.196,10.021,10.021,4.991,53.983,0.401,0.345,0.327,0.269,0.838,0.462,0.159,0.41,0.231,0.201,0.412,0.324,0.412,0.285,0.177,0.408,0.706,0.21,0.283,0.229,0.426,0.032,0.024,0.569,0.083,0.142,1.072,0.259,0.47,0.241,0.646,0.183,0.252,0.404,2.134,0.296,0.171,0.524,0.301,1.234,41.948,31.984,1.211,2.025,2.209,210.093,1.751,0.487,6.309,6.271,0.809,1.146,1.636,0.225,0.0,0.0,0.122,5.091,0.413,3.98%,MRK,58933110,AA-
475,7257,22752,2009/12/31,2010/9/30,2010-11-30,16.597,0.49,8.904,13.258,13.309,12.355,12.355,2.414,11.149,0.59,0.179,0.335,0.196,0.808,0.2,0.156,0.155,0.133,0.148,0.162,0.13,0.162,0.283,0.194,0.325,0.767,0.2,0.247,0.206,0.336,0.045,0.036,0.2,0.247,0.25,1.245,0.192,0.325,0.296,0.907,0.587,0.067,0.835,2.831,0.25,0.167,0.457,0.265,0.879,12.843,12.968,0.615,1.282,1.704,258.762,1.235,0.402,6.358,5.788,0.593,0.773,3.847,0.194,0.0,0.0,-0.017,1.91,0.926,4.41%,MRK,58933Y10,AA
476,7017,15069,2008/12/31,2009/9/30,2010-01-31,6.36,1.141,4.79,8.899,8.899,22.583,19.873,0.45,4.323,0.726,0.02,0.128,0.073,0.163,0.062,0.134,0.037,0.114,0.494,0.043,0.0,0.043,0.112,0.087,0.173,0.726,0.274,0.277,0.274,0.076,0.067,0.061,0.068,0.397,0.403,1.38,0.012,0.345,0.368,0.784,0.636,0.319,-0.296,0.735,0.327,0.189,0.506,0.384,1.025,9.018,16.043,0.196,0.702,1.164,12.512,11.074,1.066,13.037,7.387,1.568,2.16,52.023,0.0,0.0,0.0,-0.088,0.817,,3.22%,MRO,56584910,BBB+
477,7017,15069,2010/12/31,2011/3/31,2011-07-31,6.993,0.739,5.914,10.982,11.021,12.745,7.103,1.737,2.896,0.413,0.135,0.473,0.293,0.564,0.29,0.124,0.064,0.12,0.499,0.075,0.0,0.075,0.109,0.085,0.145,0.752,0.248,0.255,0.248,0.494,0.064,0.062,0.13,0.269,0.443,1.338,0.026,0.407,0.304,0.574,0.729,0.224,0.412,0.803,0.285,0.163,0.521,0.397,1.086,6.025,7.861,0.32,0.918,1.255,4.61,1.572,0.257,2.184,0.635,0.403,0.536,4.762,0.0,0.0,0.0,-0.12,0.787,,3.23%,MRO,56584910,BBB
478,7017,15069,2015/12/31,2015/12/31,2016-02-29,7.619,2.463,12.286,-3.284,-3.284,-2.518,-2.518,1.006,3.551,,-0.399,0.233,-0.477,0.394,-0.536,0.038,-0.099,-0.099,,-0.111,-0.064,-0.111,-0.092,-0.083,0.067,0.718,0.282,0.282,0.282,0.356,0.055,0.051,0.089,0.121,0.352,5.659,0.0,0.126,0.529,0.744,0.905,0.114,-1.221,0.508,0.347,0.225,0.426,0.316,0.742,-5.352,-7.594,0.706,1.317,1.498,,9.991,0.162,4.182,1.712,0.214,0.298,6.413,0.0,0.0,0.0,-0.11,0.265,,2.44%,MRO,56584910,BBB-
479,12124,69032,,2009/9/30,2010-01-31,9.234,0.876,,-19.046,,-27.993,-26.341,1.556,-0.822,,0.04,0.279,0.279,0.279,0.023,0.018,0.053,0.028,,-0.062,0.061,0.037,,,0.012,0.15,0.778,1.796,0.791,,0.045,0.02,0.297,,,,0.567,,0.276,,,,,99.64,5.192,0.591,0.927,0.929,13.709,1.151,1.049,,,,3606.53,0.074,0.044,0.179,2.083,0.133,0.648,,0.0,,,0.103,0.991,,0.75%,MS,61744644,A
480,12124,69032,2010/12/31,2011/9/30,2011-11-30,8.336,2.316,38.581,9.018,9.13,7.743,7.952,0.697,1.15,1.078,0.128,0.37,0.341,0.37,0.189,0.018,0.104,0.026,0.119,0.06,0.052,0.091,,,0.019,0.219,0.725,1.886,0.75,0.163,0.038,0.015,0.322,,,34.836,0.616,,0.237,,,0.055,0.94,117.948,3.309,0.566,0.917,0.923,12.659,1.769,2.043,,,,2952.46,0.08,0.05,0.188,-0.112,0.167,0.69,,0.0,0.0,0.429,-0.024,0.473,,1.35%,MS,61744644,A-
481,12124,69032,2014/12/31,2015/9/30,2015-12-31,19.281,1.11,33.746,12.984,13.422,19.758,19.881,1.608,-4.227,0.553,0.094,0.326,0.289,0.326,0.108,0.015,0.054,0.027,-0.025,0.048,0.033,0.049,,,0.015,0.322,0.638,1.658,0.642,0.136,0.023,0.009,0.249,,,27.515,0.615,,0.177,,,0.002,0.123,121.119,1.985,0.418,0.909,0.907,10.124,2.208,3.707,,,,2004.77,0.079,0.047,0.138,0.039,0.185,0.519,,0.0,0.0,0.473,0.022,0.909,,1.89%,MS,61744644,BBB+
484,7343,53613,2009/8/31,2009/11/30,2010-01-31,-12.288,0.813,6.496,-8.074,-8.0,-6.976,-6.976,1.443,6.324,,-0.187,0.29,-0.098,0.476,-0.21,0.126,-0.196,-0.062,,-0.196,-0.116,-0.196,-0.056,-0.047,0.211,0.511,0.268,0.34,0.344,0.197,0.074,0.059,0.282,0.304,0.258,2.152,0.212,0.406,0.54,0.785,0.618,0.25,0.761,0.637,0.524,0.277,0.404,0.436,0.971,-4.106,-2.676,0.696,1.169,1.68,119.305,2.778,0.443,6.245,5.47,0.545,1.066,3.979,0.118,0.0,0.0,-0.181,1.428,,,MU,59511210,B
485,7343,53613,2010/8/31,2010/8/31,2010-12-31,-26.363,1.251,2.513,4.663,5.208,4.335,4.335,0.943,2.582,0.0,0.218,0.421,0.194,0.547,0.222,0.273,0.291,0.178,-0.01,0.292,0.284,0.292,0.175,0.141,0.316,0.7,0.144,0.222,0.17,0.46,0.085,0.062,0.597,0.279,0.242,0.713,0.352,0.554,0.338,1.321,1.146,0.635,0.801,0.739,0.205,0.173,0.332,0.306,0.608,11.109,8.995,1.078,1.689,2.344,104.918,2.79,0.649,7.284,5.779,0.74,1.058,2.336,0.074,0.0,0.0,-0.095,0.995,0.057,,MU,59511210,B+
486,7343,53613,2010/8/31,2011/2/28,2011-06-30,-23.148,0.76,3.206,5.381,5.984,5.123,5.123,0.808,2.141,0.0,0.162,0.359,0.145,0.493,0.176,0.24,0.204,0.136,-0.01,0.204,0.158,0.204,0.14,0.11,0.315,0.715,0.133,0.197,0.157,0.39,0.1,0.068,0.521,0.314,0.249,0.668,0.322,0.566,0.32,1.251,1.316,0.635,0.53,0.689,0.186,0.153,0.324,0.294,0.582,10.987,8.907,0.921,1.513,2.204,111.604,2.56,0.64,6.348,4.897,0.821,1.147,2.896,0.076,0.0,0.0,-0.143,0.887,0.015,,MU,59511210,BB-
487,7343,53613,2013/8/31,2014/2/28,2014-06-30,255.124,0.359,6.031,20.215,23.042,13.394,13.394,2.651,8.326,0.0,0.213,0.303,0.16,0.436,0.227,0.241,0.345,0.162,0.007,0.345,0.247,0.345,0.187,0.145,0.316,0.64,0.298,0.414,0.317,0.359,0.074,0.053,0.413,0.272,0.278,1.404,0.279,0.462,0.462,0.989,1.041,0.199,0.643,1.174,0.466,0.307,0.479,0.45,1.006,10.404,7.046,0.895,1.526,2.097,105.042,3.226,0.724,5.601,5.473,0.975,1.518,2.979,0.087,0.0,0.0,-0.08,3.8,,,MU,59511210,BB
488,7620,28345,2008/12/31,2009/9/30,2010-01-31,10.842,0.731,5.528,17.374,17.493,17.675,15.157,0.556,5.984,0.344,0.032,0.112,0.058,0.138,0.058,0.17,0.075,0.134,0.383,0.086,0.071,0.086,0.113,0.093,0.208,0.839,0.161,0.161,0.161,0.097,0.041,0.041,0.207,0.238,0.363,0.642,0.001,0.372,0.247,1.036,0.86,0.624,-0.33,0.627,0.168,0.108,0.438,0.294,0.778,11.639,19.529,0.558,1.201,1.575,4.03,21.323,1.506,16.206,10.36,2.247,2.678,16.096,0.0,0.0,0.0,-0.092,1.213,0.534,1.96%,MUR,62671710,BBB
